Attrition,Business Travel,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Work Life Balance,Age,Attrition %,Daily Rate,Distance From Home,dummy,Education,Employee Count,Environment Satisfaction,female#,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,male#,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,Research & Development,Other,526,Female,Healthcare Representative,Divorced,Yes,Y,3,Good,43,0.00%,1473,8,0,4,1,3,1,74,3,2,3,0,4522,2227,4,14,3,4,80,0,8,5,2,0,2
No,Travel_Rarely,Sales,Life Sciences,527,Female,Sales Executive,Single,Yes,Y,3,Good,25,0.00%,891,4,0,2,1,2,1,99,2,2,4,0,4487,12090,1,11,3,2,80,0,5,5,4,1,3
No,Non-Travel,Research & Development,Medical,529,Female,Research Scientist,Married,Yes,Y,2,Good,37,0.00%,1063,25,0,5,1,2,1,72,3,2,3,0,4449,23866,3,15,3,1,80,2,15,13,11,10,7
No,Travel_Rarely,Research & Development,Life Sciences,530,Male,Laboratory Technician,Married,No,Y,3,Good,31,0.00%,329,1,0,2,1,4,0,98,2,1,1,1,2218,16193,1,12,3,3,80,1,4,4,2,3,2
No,Travel_Frequently,Research & Development,Life Sciences,531,Male,Manager,Divorced,Yes,Y,3,Good,39,0.00%,1218,1,0,1,1,2,0,52,3,5,3,1,19197,8213,1,14,3,3,80,1,21,21,8,1,6
No,Travel_Frequently,Sales,Life Sciences,532,Female,Sales Executive,Married,No,Y,0,Avg,56,0.00%,906,6,0,3,1,3,1,86,4,4,1,0,13212,18256,9,11,3,4,80,3,36,7,7,7,7
No,Travel_Rarely,Sales,Technical Degree,533,Female,Sales Executive,Single,No,Y,6,Good,30,0.00%,1082,12,0,3,1,2,1,83,3,2,3,0,6577,19558,0,11,3,2,80,0,6,5,4,4,4
No,Travel_Rarely,Sales,Marketing,534,Male,Sales Executive,Married,No,Y,2,Good,41,0.00%,645,1,0,3,1,2,0,49,4,3,1,1,8392,19566,1,16,3,3,80,1,10,10,7,0,7
No,Travel_Rarely,Research & Development,Medical,536,Male,Laboratory Technician,Divorced,No,Y,2,Good,28,0.00%,1300,17,0,2,1,3,0,79,3,2,1,1,4558,13535,1,12,3,4,80,1,10,10,0,1,8
Yes,Travel_Rarely,Research & Development,Medical,538,Male,Laboratory Technician,Married,No,Y,5,Good,25,100.00%,688,3,0,3,1,1,0,91,3,1,1,1,4031,9396,5,13,3,3,80,1,6,2,2,0,2
No,Travel_Rarely,Research & Development,Medical,543,Male,Manufacturing Director,Married,Yes,Y,4,Good,52,0.00%,319,3,0,3,1,4,0,39,2,3,3,1,7969,19609,2,14,3,3,80,0,28,5,4,0,4
No,Travel_Rarely,Research & Development,Life Sciences,544,Male,Research Scientist,Married,No,Y,3,Avg,45,0.00%,192,10,0,2,1,1,0,69,3,1,4,1,2654,9655,3,21,4,4,80,2,8,2,2,0,2
No,Travel_Rarely,Research & Development,Life Sciences,546,Female,Manager,Married,No,Y,2,Bad,52,0.00%,1490,4,0,2,1,4,1,30,3,4,4,0,16555,10310,2,13,3,4,80,0,31,5,2,1,4
No,Travel_Frequently,Research & Development,Life Sciences,547,Female,Research Scientist,Divorced,No,Y,3,Good,42,0.00%,532,29,0,2,1,1,1,92,3,2,3,0,4556,12932,2,11,3,2,80,1,19,5,4,0,2
No,Travel_Rarely,Research & Development,Life Sciences,548,Female,Manufacturing Director,Single,No,Y,2,Good,30,0.00%,317,2,0,3,1,3,1,43,1,2,4,0,6091,24793,2,20,4,3,80,0,11,5,4,0,2
No,Travel_Rarely,Research & Development,Life Sciences,549,Female,Manager,Married,No,Y,5,Bad,60,0.00%,422,7,0,3,1,1,1,41,3,5,1,0,19566,3854,5,11,3,4,80,0,33,29,8,11,10
No,Travel_Rarely,Research & Development,Medical,550,Female,Manufacturing Director,Divorced,No,Y,5,Avg,46,0.00%,1485,18,0,3,1,3,1,87,3,2,3,0,4810,26314,2,14,3,3,80,1,19,10,7,0,8
No,Travel_Frequently,Research & Development,Technical Degree,551,Female,Healthcare Representative,Married,No,Y,4,Best,42,0.00%,1368,28,0,4,1,4,1,88,2,2,4,0,4523,4386,0,11,3,4,80,3,7,6,5,0,4
Yes,Travel_Rarely,Sales,Technical Degree,554,Female,Sales Representative,Single,Yes,Y,4,Good,24,100.00%,1448,1,0,1,1,1,1,62,3,1,2,0,3202,21972,1,16,3,2,80,0,6,5,3,1,4
Yes,Travel_Frequently,Sales,Marketing,555,Female,Sales Representative,Divorced,No,Y,3,Avg,34,100.00%,296,6,0,2,1,4,1,33,1,1,3,0,2351,12253,0,16,3,4,80,1,3,2,2,1,0
No,Travel_Frequently,Research & Development,Life Sciences,556,Male,Laboratory Technician,Married,Yes,Y,3,Good,38,0.00%,1490,2,0,2,1,4,0,42,3,1,4,1,1702,12106,1,23,4,3,80,1,1,1,0,0,0
No,Travel_Rarely,Sales,Life Sciences,558,Female,Manager,Married,No,Y,2,Good,40,0.00%,1398,2,0,4,1,3,1,79,3,5,3,0,18041,13022,0,14,3,4,80,0,21,20,15,1,12
No,Travel_Rarely,Research & Development,Life Sciences,560,Female,Research Scientist,Divorced,No,Y,3,Bad,26,0.00%,1349,23,0,3,1,1,1,90,3,1,4,0,2886,3032,1,22,4,2,80,2,3,3,2,0,2
No,Non-Travel,Research & Development,Life Sciences,562,Male,Laboratory Technician,Married,No,Y,3,Bad,30,0.00%,1400,3,0,3,1,3,0,53,3,1,4,1,2097,16734,4,15,3,3,80,1,9,5,3,1,4
No,Travel_Rarely,Research & Development,Medical,564,Male,Research Director,Married,No,Y,2,Good,29,0.00%,986,3,0,4,1,2,0,93,2,3,3,1,11935,21526,1,18,3,3,80,0,10,10,2,0,7
Yes,Travel_Rarely,Research & Development,Technical Degree,565,Female,Research Scientist,Married,No,Y,2,Best,29,100.00%,408,25,0,5,1,3,1,71,2,1,2,0,2546,18300,5,16,3,2,80,0,6,2,2,1,1
Yes,Travel_Rarely,Human Resources,Technical Degree,566,Male,Human Resources,Single,No,Y,3,Best,19,100.00%,489,2,0,2,1,1,0,52,2,1,4,1,2564,18437,1,12,3,3,80,0,1,1,0,0,0
No,Non-Travel,Sales,Other,567,Female,Sales Executive,Married,No,Y,3,Good,30,0.00%,1398,22,0,4,1,3,1,69,3,3,1,0,8412,2890,0,11,3,3,80,0,10,9,8,7,8
No,Travel_Rarely,Sales,Marketing,568,Male,Manager,Divorced,No,Y,3,Avg,57,0.00%,210,29,0,3,1,1,0,56,2,4,4,1,14118,22102,3,12,3,3,80,1,32,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,569,Male,Manager,Married,No,Y,2,Good,50,0.00%,1099,29,0,4,1,2,0,88,2,4,3,1,17046,9314,0,15,3,2,80,1,28,27,10,15,7
No,Non-Travel,Research & Development,Medical,571,Female,Laboratory Technician,Single,No,Y,2,Avg,30,0.00%,1116,2,0,3,1,3,1,49,3,1,4,0,2564,7181,0,14,3,3,80,0,12,11,7,6,7
No,Travel_Frequently,Sales,Marketing,573,Female,Sales Executive,Married,No,Y,5,Best,60,0.00%,1499,28,0,3,1,3,1,80,2,3,1,0,10266,2845,4,19,3,4,80,0,22,18,13,13,11
No,Travel_Rarely,Research & Development,Medical,574,Female,Manufacturing Director,Divorced,No,Y,2,Good,47,0.00%,983,2,0,2,1,1,1,65,3,2,4,0,5070,7389,5,13,3,3,80,3,20,5,0,0,4
No,Travel_Rarely,Research & Development,Life Sciences,575,Male,Research Director,Married,No,Y,2,Bad,46,0.00%,1009,2,0,3,1,1,0,51,3,4,3,1,17861,2288,6,13,3,3,80,0,26,3,2,0,1
No,Travel_Rarely,Research & Development,Life Sciences,577,Male,Laboratory Technician,Single,No,Y,2,Good,35,0.00%,144,22,0,3,1,4,0,46,1,1,3,1,4230,19225,0,15,3,3,80,0,6,5,4,4,3
No,Travel_Rarely,Research & Development,Life Sciences,578,Female,Laboratory Technician,Single,No,Y,3,Good,54,0.00%,548,8,0,4,1,3,1,42,3,2,3,0,3780,23428,7,11,3,3,80,0,19,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,579,Male,Research Scientist,Divorced,No,Y,3,Good,34,0.00%,1303,2,0,4,1,4,0,62,2,1,3,1,2768,8416,3,12,3,3,80,1,14,7,3,5,7
No,Travel_Rarely,Sales,Marketing,580,Female,Sales Executive,Married,Yes,Y,3,Good,46,0.00%,1125,10,0,3,1,3,1,94,2,3,4,0,9071,11563,2,19,3,3,80,1,15,3,2,1,2
No,Travel_Rarely,Research & Development,Life Sciences,581,Male,Manufacturing Director,Divorced,No,Y,6,Best,31,0.00%,1274,9,0,1,1,3,0,33,3,3,2,1,10648,14394,1,25,4,4,80,1,13,13,8,0,8
Yes,Travel_Rarely,Research & Development,Medical,582,Male,Manager,Married,Yes,Y,2,Best,33,100.00%,1277,15,0,1,1,2,0,56,3,3,3,1,13610,24619,7,12,3,4,80,0,15,7,6,7,7
Yes,Travel_Rarely,Research & Development,Medical,584,Male,Laboratory Technician,Divorced,No,Y,2,Good,33,100.00%,587,10,0,1,1,1,0,38,1,1,4,1,3408,6705,7,13,3,1,80,3,8,4,3,1,3
No,Travel_Rarely,Sales,Marketing,585,Male,Sales Representative,Single,No,Y,3,Good,30,0.00%,413,7,0,1,1,4,0,57,3,1,2,1,2983,18398,0,14,3,1,80,0,4,3,2,1,2
No,Travel_Rarely,Research & Development,Life Sciences,586,Male,Healthcare Representative,Married,Yes,Y,2,Good,35,0.00%,1276,16,0,3,1,4,0,72,3,3,3,1,7632,14295,4,12,3,3,80,0,10,8,7,0,0
Yes,Travel_Frequently,Research & Development,Life Sciences,587,Male,Healthcare Representative,Married,No,Y,2,Good,31,100.00%,534,20,0,3,1,1,0,66,3,3,3,1,9824,22908,3,12,3,1,80,0,12,1,0,0,0
Yes,Travel_Frequently,Human Resources,Human Resources,590,Female,Human Resources,Divorced,Yes,Y,2,Good,34,100.00%,988,23,0,3,1,2,1,43,3,3,1,0,9950,11533,9,15,3,3,80,3,11,3,2,0,2
No,Travel_Frequently,Research & Development,Other,591,Male,Laboratory Technician,Married,No,Y,4,Good,42,0.00%,1474,5,0,2,1,2,0,97,3,1,3,1,2093,9260,4,17,3,4,80,1,8,2,2,2,0
No,Non-Travel,Sales,Medical,592,Male,Sales Executive,Single,No,Y,3,Avg,36,0.00%,635,10,0,4,1,2,0,32,3,3,4,1,9980,15318,1,14,3,4,80,0,10,10,3,9,7
Yes,Travel_Frequently,Research & Development,Technical Degree,593,Male,Laboratory Technician,Single,No,Y,3,Good,22,100.00%,1368,4,0,1,1,3,0,99,2,1,3,1,3894,9129,5,16,3,3,80,0,4,2,2,1,2
No,Travel_Rarely,Sales,Marketing,595,Female,Sales Executive,Married,No,Y,2,Good,48,0.00%,163,2,0,5,1,2,1,37,3,2,4,0,4051,19658,2,14,3,1,80,1,14,9,7,6,7
No,Travel_Rarely,Sales,Life Sciences,597,Female,Manager,Single,No,Y,2,Good,55,0.00%,1117,18,0,5,1,1,1,83,3,4,2,0,16835,9873,3,23,4,4,80,0,37,10,9,7,7
No,Non-Travel,Sales,Life Sciences,599,Male,Sales Executive,Single,No,Y,3,Good,41,0.00%,267,10,0,2,1,4,0,56,3,2,4,1,6230,13430,7,14,3,4,80,0,16,14,3,1,10
No,Travel_Rarely,Sales,Marketing,600,Male,Sales Executive,Married,No,Y,2,Good,35,0.00%,619,1,0,3,1,2,0,85,3,2,3,1,4717,18659,9,11,3,3,80,0,15,11,9,6,9
No,Travel_Rarely,Research & Development,Life Sciences,601,Female,Manufacturing Director,Single,No,Y,3,Good,40,0.00%,302,6,0,3,1,2,1,75,3,4,3,0,13237,20364,7,15,3,3,80,0,22,20,6,5,13
No,Travel_Frequently,Research & Development,Life Sciences,602,Female,Laboratory Technician,Married,No,Y,3,Good,39,0.00%,443,8,0,1,1,3,1,48,3,1,3,0,3755,17872,1,11,3,1,80,1,8,8,3,0,7
No,Travel_Rarely,Sales,Life Sciences,604,Male,Sales Executive,Single,Yes,Y,2,Best,31,0.00%,828,2,0,1,1,2,0,77,3,2,4,1,6582,8346,4,13,3,3,80,0,10,6,5,0,5
No,Travel_Rarely,Research & Development,Medical,605,Male,Manufacturing Director,Married,Yes,Y,5,Avg,42,0.00%,319,24,0,3,1,4,0,56,3,3,1,1,7406,6950,1,21,4,4,80,1,10,10,9,5,8
No,Travel_Rarely,Sales,Other,606,Male,Sales Executive,Married,No,Y,3,Best,45,0.00%,561,2,0,3,1,4,0,61,3,2,2,1,4805,16177,0,19,3,2,80,1,9,8,7,3,7
Yes,Travel_Frequently,Human Resources,Life Sciences,608,Female,Human Resources,Divorced,Yes,Y,2,Avg,26,100.00%,426,17,0,4,1,2,1,58,3,1,3,0,2741,22808,0,11,3,2,80,1,8,7,7,1,0
No,Travel_Rarely,Research & Development,Technical Degree,611,Male,Manufacturing Director,Divorced,No,Y,2,Best,29,0.00%,232,19,0,3,1,4,0,34,3,2,4,1,4262,22645,4,12,3,2,80,2,8,3,2,1,2
No,Travel_Rarely,Research & Development,Medical,612,Female,Research Director,Divorced,No,Y,2,Good,33,0.00%,922,1,0,5,1,1,1,95,4,4,3,0,16184,22578,4,19,3,3,80,1,10,6,1,0,5
No,Travel_Rarely,Sales,Life Sciences,613,Male,Manager,Divorced,No,Y,3,Avg,31,0.00%,688,7,0,3,1,3,0,44,2,3,4,1,11557,25291,9,21,4,3,80,1,10,5,4,0,1
Yes,Travel_Frequently,Sales,Marketing,614,Male,Sales Representative,Single,Yes,Y,3,Good,18,100.00%,1306,5,0,3,1,2,0,69,3,1,2,1,1878,8059,1,14,3,4,80,0,0,0,0,0,0
No,Non-Travel,Sales,Other,615,Male,Sales Executive,Divorced,No,Y,2,Good,40,0.00%,1094,28,0,3,1,3,0,58,1,3,1,1,10932,11373,3,15,3,3,80,1,20,1,0,0,1
No,Non-Travel,Research & Development,Other,616,Female,Healthcare Representative,Single,Yes,Y,3,Good,41,0.00%,509,2,0,4,1,1,1,62,2,2,3,0,6811,2112,2,17,3,1,80,0,10,8,7,0,7
No,Travel_Rarely,Sales,Medical,618,Male,Sales Executive,Divorced,No,Y,5,Good,26,0.00%,775,29,0,2,1,1,0,45,3,2,3,1,4306,4267,5,12,3,1,80,2,8,0,0,0,0
No,Travel_Rarely,Sales,Medical,620,Female,Sales Executive,Single,No,Y,3,Good,35,0.00%,195,1,0,3,1,1,1,80,3,2,3,0,4859,6698,1,16,3,4,80,0,5,5,4,0,3
No,Travel_Rarely,Sales,Life Sciences,621,Male,Sales Executive,Single,No,Y,3,Good,34,0.00%,258,21,0,4,1,4,0,74,4,2,4,1,5337,19921,1,12,3,4,80,0,10,10,7,5,7
Yes,Travel_Rarely,Research & Development,Technical Degree,622,Male,Laboratory Technician,Single,Yes,Y,3,Bad,26,100.00%,471,24,0,3,1,3,0,66,1,1,4,1,2340,23213,1,18,3,2,80,0,1,1,0,0,0
No,Travel_Rarely,Research & Development,Technical Degree,623,Female,Manufacturing Director,Single,No,Y,3,Best,37,0.00%,799,1,0,3,1,2,1,59,3,3,4,0,7491,23848,4,17,3,4,80,0,12,6,5,1,2
No,Travel_Frequently,Research & Development,Medical,624,Female,Healthcare Representative,Married,No,Y,3,Avg,46,0.00%,1034,18,0,1,1,1,1,86,3,3,3,0,10527,8984,5,11,3,4,80,0,28,2,2,1,2
No,Travel_Rarely,Sales,Life Sciences,625,Female,Manager,Married,No,Y,2,Good,41,0.00%,1276,2,0,5,1,2,1,91,3,4,1,0,16595,5626,7,16,3,2,80,1,22,18,16,11,8
No,Non-Travel,Sales,Medical,626,Male,Sales Executive,Divorced,No,Y,6,Good,37,0.00%,142,9,0,4,1,1,0,69,3,3,2,1,8834,24666,1,13,3,4,80,1,9,9,5,7,7
No,Travel_Rarely,Research & Development,Technical Degree,630,Male,Research Scientist,Divorced,Yes,Y,3,Good,52,0.00%,956,6,0,2,1,4,0,78,3,2,1,1,5577,22087,3,12,3,2,80,2,18,10,9,6,9
Yes,Non-Travel,Sales,Other,631,Male,Sales Executive,Married,No,Y,2,Good,32,100.00%,1474,11,0,4,1,4,0,60,4,2,3,1,4707,23914,8,12,3,4,80,0,6,4,2,1,2
No,Travel_Frequently,Sales,Medical,632,Male,Sales Representative,Married,No,Y,3,Good,24,0.00%,535,24,0,3,1,4,0,38,3,1,4,1,2400,5530,0,13,3,3,80,2,3,2,2,2,1
No,Travel_Rarely,Research & Development,Medical,634,Female,Healthcare Representative,Married,No,Y,4,Good,38,0.00%,1495,10,0,3,1,3,1,76,3,2,3,0,9824,22174,3,19,3,3,80,1,18,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,635,Female,Manufacturing Director,Married,No,Y,2,Avg,37,0.00%,446,1,0,4,1,2,1,65,3,2,2,0,6447,15701,6,12,3,2,80,1,8,6,5,4,3
No,Travel_Rarely,Research & Development,Life Sciences,638,Male,Research Director,Divorced,Yes,Y,5,Good,49,0.00%,1245,18,0,4,1,4,0,58,2,5,3,1,19502,2125,1,17,3,3,80,1,31,31,9,0,9
No,Travel_Rarely,Research & Development,Medical,639,Male,Research Scientist,Married,Yes,Y,3,Good,24,0.00%,691,23,0,3,1,2,0,89,4,1,4,1,2725,21630,1,11,3,2,80,2,6,6,5,1,4
No,Travel_Rarely,Sales,Marketing,641,Male,Sales Executive,Married,No,Y,5,Best,26,0.00%,703,28,0,2,1,1,0,66,3,2,2,1,6272,7428,1,20,4,4,80,2,6,5,3,1,4
No,Travel_Rarely,Research & Development,Other,643,Male,Laboratory Technician,Married,No,Y,2,Good,24,0.00%,823,17,0,2,1,4,0,94,2,1,2,1,2127,9100,1,21,4,4,80,1,1,1,0,0,0
No,Travel_Frequently,Human Resources,Medical,644,Male,Manager,Married,No,Y,2,Good,50,0.00%,1246,3,0,3,1,1,0,99,3,5,2,1,18200,7999,1,11,3,3,80,1,32,32,5,10,7
No,Travel_Rarely,Sales,Medical,645,Male,Sales Representative,Married,No,Y,1,Good,25,0.00%,622,13,0,1,1,2,0,40,3,1,3,1,2096,26376,1,11,3,3,80,0,7,7,4,0,6
Yes,Travel_Frequently,Research & Development,Life Sciences,647,Female,Laboratory Technician,Married,Yes,Y,4,Good,24,100.00%,1287,7,0,3,1,1,1,55,3,1,3,0,2886,14168,1,16,3,4,80,1,6,6,3,1,2
Yes,Travel_Frequently,Sales,Life Sciences,648,Male,Sales Representative,Married,No,Y,2,Best,30,100.00%,448,12,0,4,1,2,0,74,2,1,1,1,2033,14470,1,18,3,3,80,1,1,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,649,Male,Research Scientist,Married,Yes,Y,3,Good,34,0.00%,254,1,0,2,1,2,0,83,2,1,4,1,3622,22794,1,13,3,4,80,1,6,6,5,1,3
Yes,Travel_Rarely,Sales,Medical,650,Male,Sales Executive,Divorced,No,Y,2,Bad,31,100.00%,1365,13,0,4,1,2,0,46,3,2,1,1,4233,11512,2,17,3,3,80,0,9,3,1,1,2
No,Travel_Rarely,Research & Development,Other,652,Male,Laboratory Technician,Single,No,Y,3,Good,35,0.00%,538,25,0,2,1,1,0,54,2,2,4,1,3681,14004,4,14,3,4,80,0,9,3,2,0,2
No,Travel_Rarely,Sales,Medical,653,Male,Sales Executive,Divorced,No,Y,4,Best,31,0.00%,525,6,0,4,1,1,0,66,4,2,4,1,5460,6219,4,22,4,4,80,2,13,7,7,5,7
No,Travel_Rarely,Research & Development,Medical,655,Female,Research Scientist,Divorced,No,Y,5,Avg,27,0.00%,798,6,0,4,1,1,1,66,2,1,3,0,2187,5013,0,12,3,3,80,2,6,5,3,0,3
No,Travel_Rarely,Sales,Marketing,656,Male,Sales Executive,Married,Yes,Y,3,Avg,37,0.00%,558,2,0,3,1,4,0,75,3,2,3,1,9602,3010,4,11,3,3,80,1,17,3,0,1,0
No,Travel_Rarely,Research & Development,Life Sciences,657,Female,Research Scientist,Single,No,Y,0,Best,20,0.00%,959,1,0,3,1,4,1,83,2,1,2,0,2836,11757,1,13,3,4,80,0,1,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,659,Female,Healthcare Representative,Married,No,Y,4,Good,42,0.00%,622,2,0,4,1,3,1,81,3,2,4,0,4089,5718,1,13,3,2,80,2,10,10,2,2,2
No,Travel_Rarely,Research & Development,Other,661,Male,Research Director,Divorced,Yes,Y,3,Avg,43,0.00%,782,6,0,4,1,2,0,50,2,4,4,1,16627,2671,4,14,3,3,80,1,21,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,662,Female,Research Scientist,Single,No,Y,3,Avg,38,0.00%,362,1,0,1,1,3,1,43,3,1,1,0,2619,14561,3,17,3,4,80,0,8,0,0,0,0
No,Travel_Frequently,Research & Development,Medical,663,Male,Laboratory Technician,Divorced,Yes,Y,3,Good,43,0.00%,1001,9,0,5,1,4,0,72,3,2,3,1,5679,19627,3,13,3,2,80,1,10,8,7,4,7
No,Travel_Rarely,Research & Development,Life Sciences,664,Female,Manager,Married,No,Y,3,Bad,48,0.00%,1236,1,0,4,1,4,1,40,2,4,1,0,15402,17997,7,11,3,1,80,1,21,3,2,0,2
No,Travel_Rarely,Human Resources,Life Sciences,665,Female,Human Resources,Single,No,Y,1,Best,44,0.00%,1112,1,0,4,1,1,1,50,2,2,3,0,5985,26894,4,11,3,2,80,0,10,2,2,0,2
No,Travel_Rarely,Sales,Technical Degree,666,Female,Sales Representative,Divorced,Yes,Y,3,Good,34,0.00%,204,14,0,3,1,3,1,31,3,1,3,0,2579,2912,1,18,3,4,80,2,8,8,2,0,6
Yes,Travel_Rarely,Sales,Marketing,667,Male,Sales Representative,Divorced,No,Y,3,Good,27,100.00%,1420,2,0,1,1,3,0,85,3,1,1,1,3041,16346,0,11,3,2,80,1,5,4,3,0,2
No,Travel_Rarely,Sales,Technical Degree,669,Male,Sales Representative,Single,No,Y,2,Good,21,0.00%,1343,22,0,1,1,3,0,49,3,1,3,1,3447,24444,1,11,3,3,80,0,3,3,2,1,2
No,Travel_Rarely,Research & Development,Other,671,Male,Manager,Married,Yes,Y,2,Best,44,0.00%,1315,3,0,4,1,4,0,35,3,5,4,1,19513,9358,4,12,3,1,80,1,26,2,2,0,1
No,Travel_Rarely,Research & Development,Medical,675,Male,Research Scientist,Married,No,Y,3,Good,22,0.00%,604,6,0,1,1,1,0,69,3,1,3,1,2773,12145,0,20,4,4,80,0,3,2,2,2,2
No,Travel_Rarely,Sales,Marketing,677,Male,Sales Executive,Divorced,No,Y,3,Good,33,0.00%,1216,8,0,4,1,3,0,39,3,2,3,1,7104,20431,0,12,3,4,80,0,6,5,0,1,2
No,Travel_Rarely,Research & Development,Life Sciences,679,Female,Research Scientist,Married,Yes,Y,2,Avg,32,0.00%,646,9,0,4,1,1,1,92,3,2,4,0,6322,18089,1,12,3,4,80,1,6,6,4,0,5
No,Travel_Frequently,Research & Development,Medical,680,Female,Research Scientist,Divorced,No,Y,2,Good,30,0.00%,160,3,0,3,1,3,1,71,3,1,3,0,2083,22653,1,20,4,3,80,1,1,1,0,0,0
No,Travel_Rarely,Sales,Medical,682,Female,Sales Executive,Single,No,Y,2,Best,53,0.00%,238,1,0,1,1,4,1,34,3,2,1,0,8381,7507,7,20,4,4,80,0,18,14,7,8,10
No,Travel_Rarely,Research & Development,Life Sciences,683,Male,Research Scientist,Married,No,Y,4,Avg,34,0.00%,1397,1,0,5,1,2,0,42,3,1,4,1,2691,7660,1,12,3,4,80,1,10,10,9,8,8
Yes,Travel_Frequently,Sales,Life Sciences,684,Female,Sales Executive,Married,No,Y,4,Good,45,100.00%,306,26,0,4,1,1,1,100,3,2,1,0,4286,5630,2,14,3,4,80,2,5,1,1,0,0
No,Travel_Rarely,Research & Development,Life Sciences,686,Female,Laboratory Technician,Married,Yes,Y,2,Good,26,0.00%,991,6,0,3,1,3,1,71,3,1,4,0,2659,17759,1,13,3,3,80,1,3,3,2,0,2
No,Travel_Rarely,Research & Development,Other,689,Male,Manufacturing Director,Married,No,Y,2,Good,37,0.00%,482,3,0,3,1,3,0,36,3,3,3,1,9434,9606,1,15,3,3,80,1,10,10,7,7,8
No,Travel_Rarely,Sales,Medical,690,Female,Sales Executive,Married,No,Y,5,Avg,29,0.00%,1176,3,0,2,1,2,1,62,3,2,3,0,5561,3487,1,14,3,1,80,1,6,6,0,1,2
No,Travel_Rarely,Research & Development,Life Sciences,691,Male,Research Scientist,Single,No,Y,3,Good,35,0.00%,1017,6,0,4,1,2,0,82,1,2,4,1,6646,19368,1,13,3,2,80,0,17,17,11,11,8
No,Travel_Frequently,Research & Development,Life Sciences,692,Male,Healthcare Representative,Divorced,No,Y,2,Bad,33,0.00%,1296,6,0,3,1,3,0,30,3,2,4,1,7725,5335,3,23,4,3,80,1,15,13,11,4,7
No,Travel_Rarely,Human Resources,Medical,698,Male,Human Resources,Married,No,Y,1,Best,54,0.00%,397,19,0,4,1,3,0,88,3,3,2,1,10725,6729,2,15,3,3,80,1,16,9,7,7,1
No,Travel_Rarely,Research & Development,Medical,699,Male,Manufacturing Director,Divorced,Yes,Y,2,Good,36,0.00%,913,9,0,2,1,2,0,48,2,2,2,1,8847,13934,2,11,3,3,80,1,13,3,2,0,2
No,Travel_Rarely,Research & Development,Medical,700,Male,Research Scientist,Single,No,Y,0,Good,27,0.00%,1115,3,0,4,1,1,0,54,2,1,4,1,2045,15174,0,13,3,4,80,0,5,4,2,1,1
Yes,Travel_Rarely,Research & Development,Medical,701,Male,Research Scientist,Single,Yes,Y,5,Good,20,100.00%,1362,10,0,1,1,4,0,32,3,1,3,1,1009,26999,1,11,3,4,80,0,1,1,0,1,1
Yes,Travel_Frequently,Research & Development,Life Sciences,702,Male,Research Scientist,Single,Yes,Y,3,Good,33,100.00%,1076,3,0,3,1,1,0,70,3,1,1,1,3348,3164,1,11,3,1,80,0,10,10,8,9,7
No,Non-Travel,Research & Development,Life Sciences,704,Male,Laboratory Technician,Married,No,Y,3,Good,35,0.00%,727,3,0,3,1,3,0,41,2,1,3,1,1281,16900,1,18,3,3,80,2,1,1,0,0,0
No,Travel_Rarely,Research & Development,Medical,705,Male,Research Scientist,Married,No,Y,3,Best,23,0.00%,885,4,0,3,1,1,0,58,4,1,1,1,2819,8544,2,16,3,1,80,1,5,3,2,0,2
No,Travel_Rarely,Sales,Life Sciences,707,Male,Sales Executive,Married,No,Y,4,Good,25,0.00%,810,8,0,3,1,4,0,57,4,2,2,1,4851,15678,0,22,4,3,80,1,4,3,2,1,2
No,Travel_Rarely,Sales,Marketing,709,Female,Sales Executive,Single,No,Y,2,Good,38,0.00%,243,7,0,4,1,4,1,46,2,2,4,0,4028,7791,0,20,4,1,80,0,8,7,7,0,5
No,Travel_Frequently,Research & Development,Life Sciences,710,Male,Research Scientist,Divorced,No,Y,5,Good,29,0.00%,806,1,0,4,1,2,0,76,1,1,4,1,2720,18959,1,18,3,4,80,1,10,10,7,2,8
No,Travel_Rarely,Sales,Marketing,712,Male,Sales Executive,Married,No,Y,3,Good,48,0.00%,817,2,0,1,1,2,0,56,4,2,2,1,8120,18597,3,12,3,4,80,0,12,2,2,2,2
No,Travel_Frequently,Sales,Medical,714,Female,Sales Executive,Divorced,Yes,Y,3,Good,27,0.00%,1410,3,0,1,1,4,1,71,4,2,4,0,4647,16673,1,20,4,2,80,2,6,6,5,0,4
No,Travel_Rarely,Research & Development,Life Sciences,715,Male,Research Scientist,Single,No,Y,2,Good,37,0.00%,1225,10,0,2,1,4,0,80,4,1,4,1,4680,15232,3,17,3,1,80,0,4,1,0,0,0
